"@timestamp","_id","_index","_score","_type",agent,"agent.keyword",bytes,clientip,"event.dataset",extension,"extension.keyword","geo.coordinates","geo.dest","geo.src","geo.srcdest",host,"host.keyword","hour_of_day",index,"index.keyword",ip,"machine.os","machine.os.keyword","machine.ram",memory,message,"message.keyword",phpmemory,referer,request,"request.keyword",response,"response.keyword",tags,"tags.keyword",timestamp,url,"url.keyword","utc_time"
"Jul 2, 2023 @ 08:57:42.413","Ia94F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","9,717","79.156.49.129","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -94.71390556,
    39.29760528
  ],
  ""type"": ""Point""
}",ID,US,"US:ID","elastic-elastic-elastic.org","elastic-elastic-elastic.org",12,"kibana_sample_data_logs","kibana_sample_data_logs","79.156.49.129",osx,osx,"18,253,611,008","388,680","79.156.49.129 - - [2018-07-29T12:57:42.413Z] ""GET /people/type:astronauts/name:gennady-padalka/profile HTTP/1.1"" 200 9717 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","79.156.49.129 - - [2018-07-29T12:57:42.413Z] ""GET /people/type:astronauts/name:gennady-padalka/profile HTTP/1.1"" 200 9717 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","388,680","http://facebook.com/success/henry-hartsfield","/people/type:astronauts/name:gennady-padalka/profile","/people/type:astronauts/name:gennady-padalka/profile",200,200,"warning, info","warning, info","Jul 2, 2023 @ 08:57:42.413","https://elastic-elastic-elastic.org/people/type:astronauts/name:gennady-padalka/profile","https://elastic-elastic-elastic.org/people/type:astronauts/name:gennady-padalka/profile","Jul 2, 2023 @ 08:57:42.413"
"Jul 2, 2023 @ 08:55:12.117","5694F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","8,834","134.157.177.139","sample_web_logs",css,css,"{
  ""coordinates"": [
    -109.3114756,
    34.1286575
  ],
  ""type"": ""Point""
}",US,US,"US:US","cdn.elastic-elastic-elastic.org","cdn.elastic-elastic-elastic.org",12,"kibana_sample_data_logs","kibana_sample_data_logs","134.157.177.139","win 7","win 7","16,106,127,360","-","134.157.177.139 - - [2018-07-29T12:55:12.117Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 200 8834 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","134.157.177.139 - - [2018-07-29T12:55:12.117Z] ""GET /styles/ad-blocker.css HTTP/1.1"" 200 8834 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","-","http://www.elastic-elastic-elastic.com/success/vance-brand","/styles/ad-blocker.css","/styles/ad-blocker.css",200,200,"error, info","error, info","Jul 2, 2023 @ 08:55:12.117","https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css","https://cdn.elastic-elastic-elastic.org/styles/ad-blocker.css","Jul 2, 2023 @ 08:55:12.117"
"Jul 2, 2023 @ 08:53:01.464","s694F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","2,678","43.86.71.5","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -94.30997361,
    39.33046528
  ],
  ""type"": ""Point""
}",ID,US,"US:ID","artifacts.elastic.co","artifacts.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","43.86.71.5","win 7","win 7","32,212,254,720","-","43.86.71.5 - - [2018-07-29T12:53:01.464Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 2678 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","43.86.71.5 - - [2018-07-29T12:53:01.464Z] ""GET /elasticsearch/elasticsearch-6.3.2.tar.gz HTTP/1.1"" 200 2678 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://nytimes.com/success/peter-wisoff","/elasticsearch/elasticsearch-6.3.2.tar.gz","/elasticsearch/elasticsearch-6.3.2.tar.gz",200,200,"success, info","success, info","Jul 2, 2023 @ 08:53:01.464","https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.tar.gz","Jul 2, 2023 @ 08:53:01.464"
"Jul 2, 2023 @ 08:47:21.252","X694F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","7,436","200.76.93.202","sample_web_logs",deb,deb,"{
  ""coordinates"": [
    -96.81203222,
    34.14040194
  ],
  ""type"": ""Point""
}",US,US,"US:US","artifacts.elastic.co","artifacts.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","200.76.93.202",osx,osx,"2,147,483,648","-","200.76.93.202 - - [2018-07-29T12:47:21.252Z] ""GET /elasticsearch/elasticsearch-6.3.2.deb HTTP/1.1"" 404 7436 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","200.76.93.202 - - [2018-07-29T12:47:21.252Z] ""GET /elasticsearch/elasticsearch-6.3.2.deb HTTP/1.1"" 404 7436 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://nytimes.com/success/oleg-kononenko","/elasticsearch/elasticsearch-6.3.2.deb","/elasticsearch/elasticsearch-6.3.2.deb",404,404,"warning, info","warning, info","Jul 2, 2023 @ 08:47:21.252","https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","https://artifacts.elastic.co/downloads/elasticsearch/elasticsearch-6.3.2.deb","Jul 2, 2023 @ 08:47:21.252"
"Jul 2, 2023 @ 08:42:22.238","2a94F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","3,260","119.73.170.50","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -91.7695225,
    38.12743222
  ],
  ""type"": ""Point""
}",GT,US,"US:GT","www.elastic.co","www.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","119.73.170.50","win xp","win xp","4,294,967,296","-","119.73.170.50 - - [2018-07-29T12:42:22.238Z] ""GET /elasticsearch HTTP/1.1"" 200 3260 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","119.73.170.50 - - [2018-07-29T12:42:22.238Z] ""GET /elasticsearch HTTP/1.1"" 200 3260 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://twitter.com/success/richard-linnehan","/elasticsearch","/elasticsearch",200,200,"warning, security","warning, security","Jul 2, 2023 @ 08:42:22.238","https://www.elastic.co/downloads/elasticsearch","https://www.elastic.co/downloads/elasticsearch","Jul 2, 2023 @ 08:42:22.238"
"Jul 2, 2023 @ 08:38:55.846","Ra94F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","3,144","85.128.150.229","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -93.29808556,
    32.64601
  ],
  ""type"": ""Point""
}",CI,US,"US:CI","www.elastic.co","www.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","85.128.150.229","win 8","win 8","13,958,643,712","-","85.128.150.229 - - [2018-07-29T12:38:55.846Z] ""GET /beats/metricbeat HTTP/1.1"" 200 3144 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","85.128.150.229 - - [2018-07-29T12:38:55.846Z] ""GET /beats/metricbeat HTTP/1.1"" 200 3144 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://facebook.com/success/stephanie-wilson","/beats/metricbeat","/beats/metricbeat",200,200,"success, info","success, info","Jul 2, 2023 @ 08:38:55.846","https://www.elastic.co/downloads/beats/metricbeat","https://www.elastic.co/downloads/beats/metricbeat","Jul 2, 2023 @ 08:38:55.846"
"Jul 2, 2023 @ 08:37:00.179","Ta94F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","7,496","138.77.47.65","sample_web_logs",deb,deb,"{
  ""coordinates"": [
    -95.62026389,
    35.15426444
  ],
  ""type"": ""Point""
}",IR,US,"US:IR","artifacts.elastic.co","artifacts.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","138.77.47.65","win xp","win xp","6,442,450,944","-","138.77.47.65 - - [2018-07-29T12:37:00.179Z] ""GET /beats/metricbeat/metricbeat-6.3.2-amd64.deb HTTP/1.1"" 200 7496 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","138.77.47.65 - - [2018-07-29T12:37:00.179Z] ""GET /beats/metricbeat/metricbeat-6.3.2-amd64.deb HTTP/1.1"" 200 7496 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://www.elastic-elastic-elastic.com/success/anna-lee-fisher","/beats/metricbeat/metricbeat-6.3.2-amd64.deb","/beats/metricbeat/metricbeat-6.3.2-amd64.deb",200,200,"success, info","success, info","Jul 2, 2023 @ 08:37:00.179","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","https://artifacts.elastic.co/downloads/beats/metricbeat/metricbeat-6.3.2-amd64.deb","Jul 2, 2023 @ 08:37:00.179"
"Jul 2, 2023 @ 08:35:49.014","lq94F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","6,453","70.148.16.157","sample_web_logs",css,css,"{
  ""coordinates"": [
    -132.6460942,
    55.48158833
  ],
  ""type"": ""Point""
}",CN,US,"US:CN","cdn.elastic-elastic-elastic.org","cdn.elastic-elastic-elastic.org",12,"kibana_sample_data_logs","kibana_sample_data_logs","70.148.16.157",osx,osx,"18,253,611,008","-","70.148.16.157 - - [2018-07-29T12:35:49.014Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 200 6453 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","70.148.16.157 - - [2018-07-29T12:35:49.014Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 200 6453 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","-","http://nytimes.com/warning/garrett-reisman","/styles/pretty-layout.css","/styles/pretty-layout.css",200,200,"success, info","success, info","Jul 2, 2023 @ 08:35:49.014","https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","Jul 2, 2023 @ 08:35:49.014"
"Jul 2, 2023 @ 08:33:46.037","y694F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1",300,"156.43.22.161","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -71.28154389,
    41.53243972
  ],
  ""type"": ""Point""
}",TZ,US,"US:TZ","www.elastic.co","www.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","156.43.22.161","win 8","win 8","19,327,352,832","-","156.43.22.161 - - [2018-07-29T12:33:46.037Z] ""GET /metrics HTTP/1.1"" 200 300 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","156.43.22.161 - - [2018-07-29T12:33:46.037Z] ""GET /metrics HTTP/1.1"" 200 300 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://twitter.com/success/charles-camarda","/metrics","/metrics",200,200,"success, info","success, info","Jul 2, 2023 @ 08:33:46.037","https://www.elastic.co/solutions/metrics","https://www.elastic.co/solutions/metrics","Jul 2, 2023 @ 08:33:46.037"
"Jul 2, 2023 @ 08:33:17.402","zq94F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","2,573","136.30.209.201","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -113.3340972,
    43.60343056
  ],
  ""type"": ""Point""
}",CN,US,"US:CN","artifacts.elastic.co","artifacts.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","136.30.209.201","win 8","win 8","16,106,127,360","-","136.30.209.201 - - [2018-07-29T12:33:17.402Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 2573 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","136.30.209.201 - - [2018-07-29T12:33:17.402Z] ""GET /beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz HTTP/1.1"" 200 2573 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","-","http://nytimes.com/success/kenneth-reightler","/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz",200,200,"success, security","success, security","Jul 2, 2023 @ 08:33:17.402","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","https://artifacts.elastic.co/downloads/beats/filebeat/filebeat-6.3.2-linux-x86.tar.gz","Jul 2, 2023 @ 08:33:17.402"
"Jul 2, 2023 @ 08:25:53.496","4694F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","9,612","155.21.88.247","sample_web_logs",css,css,"{
  ""coordinates"": [
    -84.67111111,
    44.35980556
  ],
  ""type"": ""Point""
}",CA,US,"US:CA","cdn.elastic-elastic-elastic.org","cdn.elastic-elastic-elastic.org",12,"kibana_sample_data_logs","kibana_sample_data_logs","155.21.88.247","win 8","win 8","3,221,225,472","-","155.21.88.247 - - [2018-07-29T12:25:53.496Z] ""GET /styles/ads.css HTTP/1.1"" 200 9612 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","155.21.88.247 - - [2018-07-29T12:25:53.496Z] ""GET /styles/ads.css HTTP/1.1"" 200 9612 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","-","http://facebook.com/success/joseph-a-walker","/styles/ads.css","/styles/ads.css",200,200,"warning, info","warning, info","Jul 2, 2023 @ 08:25:53.496","https://cdn.elastic-elastic-elastic.org/styles/ads.css","https://cdn.elastic-elastic-elastic.org/styles/ads.css","Jul 2, 2023 @ 08:25:53.496"
"Jul 2, 2023 @ 08:24:51.620","N694F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)","9,547","80.147.97.247","sample_web_logs",css,css,"{
  ""coordinates"": [
    -70.66462472,
    44.991895
  ],
  ""type"": ""Point""
}",DE,US,"US:DE","cdn.elastic-elastic-elastic.org","cdn.elastic-elastic-elastic.org",12,"kibana_sample_data_logs","kibana_sample_data_logs","80.147.97.247","win xp","win xp","32,212,254,720","-","80.147.97.247 - - [2018-07-29T12:24:51.620Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 200 9547 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","80.147.97.247 - - [2018-07-29T12:24:51.620Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 200 9547 ""-"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)""","-","http://nytimes.com/success/patrick-baudry","/styles/pretty-layout.css","/styles/pretty-layout.css",200,200,"success, info","success, info","Jul 2, 2023 @ 08:24:51.620","https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","Jul 2, 2023 @ 08:24:51.620"
"Jul 2, 2023 @ 08:22:08.334","Iq94F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","1,913","88.209.41.99","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -91.81531667,
    38.47149444
  ],
  ""type"": ""Point""
}",CN,US,"US:CN","www.elastic.co","www.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","88.209.41.99","win 7","win 7","16,106,127,360","-","88.209.41.99 - - [2018-07-29T12:22:08.334Z] ""GET /beats HTTP/1.1"" 200 1913 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","88.209.41.99 - - [2018-07-29T12:22:08.334Z] ""GET /beats HTTP/1.1"" 200 1913 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://www.elastic-elastic-elastic.com/success/nancy-jan-davis","/beats","/beats",200,200,"success, security","success, security","Jul 2, 2023 @ 08:22:08.334","https://www.elastic.co/downloads/beats","https://www.elastic.co/downloads/beats","Jul 2, 2023 @ 08:22:08.334"
"Jul 2, 2023 @ 08:21:32.803","QK94F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","7,937","143.167.161.41","sample_web_logs",css,css,"{
  ""coordinates"": [
    -117.3794667,
    34.593225
  ],
  ""type"": ""Point""
}",IN,US,"US:IN","cdn.elastic-elastic-elastic.org","cdn.elastic-elastic-elastic.org",12,"kibana_sample_data_logs","kibana_sample_data_logs","143.167.161.41","win 8","win 8","21,474,836,480","-","143.167.161.41 - - [2018-07-29T12:21:32.803Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 200 7937 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","143.167.161.41 - - [2018-07-29T12:21:32.803Z] ""GET /styles/pretty-layout.css HTTP/1.1"" 200 7937 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://twitter.com/success/georgi-shonin","/styles/pretty-layout.css","/styles/pretty-layout.css",200,200,"success, info","success, info","Jul 2, 2023 @ 08:21:32.803","https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","https://cdn.elastic-elastic-elastic.org/styles/pretty-layout.css","Jul 2, 2023 @ 08:21:32.803"
"Jul 2, 2023 @ 08:21:20.293","xq94F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1","7,763","85.130.95.75","sample_web_logs",gz,gz,"{
  ""coordinates"": [
    -132.8283131,
    55.20631611
  ],
  ""type"": ""Point""
}",CN,US,"US:CN","artifacts.elastic.co","artifacts.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","85.130.95.75","win 7","win 7","7,516,192,768","-","85.130.95.75 - - [2018-07-29T12:21:20.293Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 7763 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","85.130.95.75 - - [2018-07-29T12:21:20.293Z] ""GET /kibana/kibana-6.3.2-linux-x86_64.tar.gz HTTP/1.1"" 200 7763 ""-"" ""Mozilla/5.0 (X11; Linux x86_64; rv:6.0a1) Gecko/20110421 Firefox/6.0a1""","-","http://twitter.com/warning/pavel-vinogradov","/kibana/kibana-6.3.2-linux-x86_64.tar.gz","/kibana/kibana-6.3.2-linux-x86_64.tar.gz",200,200,"success, security","success, security","Jul 2, 2023 @ 08:21:20.293","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","https://artifacts.elastic.co/downloads/kibana/kibana-6.3.2-linux-x86_64.tar.gz","Jul 2, 2023 @ 08:21:20.293"
"Jul 2, 2023 @ 08:21:17.050","K694F4kB_MXBIRPNEiq7","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","4,435","216.23.106.230","sample_web_logs",css,css,"{
  ""coordinates"": [
    -85.59338889,
    41.95975
  ],
  ""type"": ""Point""
}",CN,US,"US:CN","cdn.elastic-elastic-elastic.org","cdn.elastic-elastic-elastic.org",12,"kibana_sample_data_logs","kibana_sample_data_logs","216.23.106.230",osx,osx,"11,811,160,064","-","216.23.106.230 - - [2018-07-29T12:21:17.050Z] ""GET /styles/ads.css HTTP/1.1"" 200 4435 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","216.23.106.230 - - [2018-07-29T12:21:17.050Z] ""GET /styles/ads.css HTTP/1.1"" 200 4435 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","-","http://www.elastic-elastic-elastic.com/success/richard-linnehan","/styles/ads.css","/styles/ads.css",200,200,"success, security","success, security","Jul 2, 2023 @ 08:21:17.050","https://cdn.elastic-elastic-elastic.org/styles/ads.css","https://cdn.elastic-elastic-elastic.org/styles/ads.css","Jul 2, 2023 @ 08:21:17.050"
"Jul 2, 2023 @ 08:15:50.871","k694F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","9,115","167.102.134.37","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -75.48830556,
    40.57027778
  ],
  ""type"": ""Point""
}",IN,US,"US:IN","www.elastic.co","www.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","167.102.134.37","win xp","win xp","19,327,352,832","-","167.102.134.37 - - [2018-07-29T12:15:50.871Z] ""GET / HTTP/1.1"" 200 9115 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","167.102.134.37 - - [2018-07-29T12:15:50.871Z] ""GET / HTTP/1.1"" 200 9115 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","-","http://nytimes.com/success/daniel-barry","/","/",200,200,"success, info","success, info","Jul 2, 2023 @ 08:15:50.871","https://www.elastic.co/downloads","https://www.elastic.co/downloads","Jul 2, 2023 @ 08:15:50.871"
"Jul 2, 2023 @ 08:15:09.288","gq94F4kB_MXBIRPNEiq8","kibana_sample_data_logs","-","_doc","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24","14,430","230.58.7.204","sample_web_logs","(empty)","(empty)","{
  ""coordinates"": [
    -86.73413139,
    41.57276194
  ],
  ""type"": ""Point""
}",CN,US,"US:CN","www.elastic.co","www.elastic.co",12,"kibana_sample_data_logs","kibana_sample_data_logs","230.58.7.204","win 8","win 8","9,663,676,416","-","230.58.7.204 - - [2018-07-29T12:15:09.288Z] ""GET /enterprise HTTP/1.1"" 200 14430 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","230.58.7.204 - - [2018-07-29T12:15:09.288Z] ""GET /enterprise HTTP/1.1"" 200 14430 ""-"" ""Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.50 Safari/534.24""","-","http://twitter.com/success/john-l-finley","/enterprise","/enterprise",200,200,"warning, security","warning, security","Jul 2, 2023 @ 08:15:09.288","https://www.elastic.co/downloads/enterprise","https://www.elastic.co/downloads/enterprise","Jul 2, 2023 @ 08:15:09.288"
